lon,lat,lanid12,lanid17,mirad12,mirad17,aim12,aim17,aim_valid
-123.5,42.3,170.869522094727,197.191070556641,351.019165039063,325,0,0,0
-123.5,43.1,490.600769042969,372.727966308594,354.703216552734,317.948822021484,0,0,0
-123.5,43.3,748.029052734375,634.635681152344,557.947387695313,510.363708496094,0,0,0
-123.5,43.5,370.988555908203,354.014495849609,181.25,118.75,0,0,0
-123.5,43.7,106.853828430176,134.974273681641,194.782287597656,84.172477722168,0,0,0
-123.5,44.1,17.0100002288818,10.8482847213745,221.477005004883,396.995635986328,0,0,0
-123.5,44.3,11.1599998474121,23.5799999237061,75.9540710449219,110.742744445801,0,0,0
-123.5,44.5,0,19.2600002288818,275.279052734375,496.159515380859,0,0,0
-123.5,44.7,73.8000030517578,132.119995117188,447.127624511719,685.083435058594,0,0,0
-123.5,44.9,7.92000007629395,3.69000005722046,68.75,15.7419528961182,0,0,0
-123.5,45.1,475.751342773438,713.289001464844,874.998779296875,1213.19494628906,0,0,0
-123.5,45.3,0,0,0,0,0,0,0
-123.5,45.7,0,0,0,0,0,0,0
-123.5,45.9,100.800003051758,142.470001220703,168.75,504.185913085938,0,0,0
-123.5,46.1,0,3.0053539276123,12.5,43.75,0,0,0
-123.5,46.3,9.18000030517578,17.0100002288818,0,25,0,0,0
-123.5,46.5,46.7999992370606,84.1500015258789,396.753082275391,643.331420898438,0,0,0
-123.5,46.7,13.2299995422363,29.8799991607666,115.74690246582,202.837554931641,0,0,0
-123.5,47.1,184.997741699219,192.823654174805,362.5,216.989303588867,0,0,0
-123.5,47.3,4.40999984741211,44.7299995422363,0,18.75,0,0,0
-123.5,48.1,8.10000038146973,2.04316878318787,150.975082397461,125.975082397461,0,0,0
-123.3,38.9,8.66545677185059,8.66545677185059,0,0,0,0,0
-123.3,39.3,557.593322753906,552.103332519531,113.586067199707,169.753845214844,0,0,0
-123.3,39.5,0,0,1490.841796875,1503.341796875,0,0,0
-123.3,39.7,0,0,2508.32348632813,2584.76904296875,0,0,0
